high price,Supply Ability,title,moq,supplier company,currency,Packaging Details,low price,Payment Terms,supplier url,Delivery Details,supplier name,Port,unit,image list
9.1,3000 Kilogram/Kilograms per Month Spot supply Shelled Hemp Seeds,"Private Label Organic Hulled Hemp Seed,Hemp Seeds,Shelled Hemp Seeds", 1 Kilogram,"Shaanxi Fuheng (FH) Biotechnology Co., Ltd.",US $,"Shelled Hemp Seeds is packing by 10kgs/Carton,inner by plastic bag or customized.",5.79,"L/C,D/P,T/T,Western Union,Paypal",https://fhbio.m.en.alibaba.com,Within 5-7 days after receipt of your payment,Cathy Dong,"Tianjin,Shanghai port or Beijing,Xi'an airport", / Kilogram,"['sc01.alicdn.com/kf/HTB1JNOJHFXXXXX1XFXXq6xXFXXXf/Private-Label-Organic-Hulled-Hemp-Seed-Hemp.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1cOuTHFXXXXXDXXXXq6xXFXXXQ/Private-Label-Organic-Hulled-Hemp-Seed-Hemp.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1CwmyHFXXXXXUaXXXq6xXFXXXR/Private-Label-Organic-Hulled-Hemp-Seed-Hemp.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1z95GHFXXXXcuXFXXq6xXFXXXa/Private-Label-Organic-Hulled-Hemp-Seed-Hemp.jpg_640x640.jpg']"
20,9000000 Kilogram/Kilograms per Week Organic Hemp Seed,Organic Hemp Seed / Natural Hemp Seeds, 1 Kilogram,"SHENZHEN EVERGREEN BIO-HEALTH TECHNOLOGY CO., LTD.",US $,"Organic Hemp Seed / Natural Hemp Seeds Packaging:
1.1kg/bag; 5kg/bag
2.As your requirement",1,"L/C,D/A,D/P,T/T,Western Union,MoneyGram",https://egbioh.m.en.alibaba.com,5-10 business days,Emily Ye,"Shenzhen, Xianggang, Shekou", / Kilogram,['sc02.alicdn.com/kf/HTB1OP4fPFXXXXXOXVXXq6xXFXXXf/Organic-Hemp-Seed-Natural-Hemp-Seeds.jpg_640x640.jpg']
900,500 Ton/Tons per Month,High-quality certified industrial shelled hemp seed, 15 Metric Tons,HBE Trading,US $,"1) 25kg/ plastic barrel (305x267x415mm, 1350g)
2) 50kg/ plastic barrel (375x320x580mm, 2800g)
3) 190kg/ plastic or stainless steel barrel (diameter 585mm, height 935mm, weight 8500g)
Be packed in paper-drums and two plastic bags inside. Or as per your requests.",700,"L/C,T/T",https://nl1238350073vtku.m.trustpass.alibaba.com,7 days,Pipus Janko,Rotterdam, / Metric Ton,"['sc01.alicdn.com/kf/UTB8f1hXcwQydeJk43PUxh7yQpXa2/High-quality-certified-industrial-shelled-hemp-seed.jpeg_640x640.jpeg', 'sc02.alicdn.com/kf/UTB8HSzicGrFXKJk43Ovq6ybnpXaq/High-quality-certified-industrial-shelled-hemp-seed.jpg_640x640.jpg']"
700,10000 Ton/Tons per Month,Industrial Hemp Seeds Wholesale, 10 Tons,RELOOKING BETRIEBS GMBH,EUR ,"225g,450g for retail
15kg for wholesale
(Vacuum aluminum bag with nitrogen filling.)",500,"L/C,T/T",https://at1282952171trow.m.trustpass.alibaba.com,10 days,Ahmed Hassan,Hamburg Port, / Ton,"['sc01.alicdn.com/kf/UTB8FALIhRahduJk43Jaq6zM8FXae/Industrial-Hemp-Seeds-Wholesale.jpg_640x640.jpg', 'sc02.alicdn.com/kf/UTB89RX0iarFXKJk43Ovxh5bnpXaj/Industrial-Hemp-Seeds-Wholesale.jpeg_640x640.jpeg']"
"8,000",1000 Ton/Tons per Month,Dehulled Hemp Seeds, 10 Tons,TEFFCOM,US $,Natural,"7,999","L/C,D/A,D/P,T/T,Western Union,MoneyGram,Bank Transfer",https://il900611081.m.trustpass.alibaba.com,Shipped in 2 days after payment,tedy dasa,Canada, / Ton,"['sc02.alicdn.com/kf/UT8x_EXXz4aXXagOFbXL/Dehulled-Hemp-Seeds.jpg_640x640.jpg', 'sc01.alicdn.com/kf/UT8MWIXXq0bXXagOFbX6/Dehulled-Hemp-Seeds.jpg_640x640.jpg', 'sc01.alicdn.com/kf/UT8uq3bXzNXXXagOFbXe/Dehulled-Hemp-Seeds.jpg_640x640.jpg', 'sc01.alicdn.com/kf/UT8zDsXXvFaXXagOFbXc/Dehulled-Hemp-Seeds.jpg_640x640.jpg', 'sc02.alicdn.com/kf/UT8pDAaXpFaXXagOFbXa/Dehulled-Hemp-Seeds.jpg_640x640.jpg', 'sc02.alicdn.com/kf/UT87WcaXw4aXXagOFbXf/Dehulled-Hemp-Seeds.jpg_640x640.jpg']"
700,2000 Metric Ton/Metric Tons per Month,Hemp Seed Top quality, 5 Metric Tons,ZIMA THAI TRADERS,US $,bags,400,"L/C,T/T",https://th1189259154rjwc.m.trustpass.alibaba.com,2,Chawee Kidwang,Bangkok Port, / Metric Ton,['sc02.alicdn.com/kf/UT8eYR8XHFXXXagOFbX9/Hemp-Seed-Top-quality.jpg_640x640.jpg']
8,100 Ton/Tons per Week,Certified organic hulled hemp seed, 1 Ton,"Qingdao ZK Biotechnology Co., Ltd.",US $,25kg/bag,5,"L/C,T/T,Western Union",https://zk-bio.m.en.alibaba.com,Prompt,Michael Liu,Qingdao, / Kilogram,['sc02.alicdn.com/kf/HTB13ktnKFXXXXXwaXXX760XFXXXQ/Certified-organic-hulled-hemp-seed.png_640x640.png']
700,2000 Metric Ton/Metric Tons per Month,Quality Hulled Hemp seeds, 5 Metric Tons,PRODEKSPO PLUS LLC,US $,bags,400,"L/C,T/T",https://ua1175047176yiff.m.trustpass.alibaba.com,2,Shuba Alexce,Qingdao, / Metric Ton,['sc01.alicdn.com/kf/UTB80B.PXCbIXKJkSaefq6yasXXa1/Quality-Hulled-Hemp-seeds.jpg_640x640.jpg']
"1,000",200 Metric Ton/Metric Tons per Month,Top Quality Hemp Seeds, 25 Metric Tons,J AND SHARP HOLDINGS PTY LTD,US $,"25kgs /PP Bag , 50kgs/PP Bag , 750kgs/Jumbo Bag or Bulk",500,"L/C,D/A,D/P,T/T,Western Union,MoneyGram",https://za1260469517ctoi.m.trustpass.alibaba.com,timely,Antonio Gabriel Mathonhane,Durban port, / Metric Ton,['sc01.alicdn.com/kf/UTB8_dQtXdnJXKJkSaiyq6AhwXXat/Top-Quality-Hemp-Seeds.jpg_640x640.jpg']
550,1000 Ton/Tons per Month,Hemp Seeds - Best Quality - Best Price, 18 Tons,TRADE EXPORTS LLC,US $,25kgs per PP woven bags or according to customer requirements,549,"L/C,T/T",https://ua1257800555tjoi.m.trustpass.alibaba.com,5 Days,KAZINKIN LVAN,Durban port, / Ton,['sc01.alicdn.com/kf/UTB80XhIXrPJXKJkSafSq6yqUXXa3/Hemp-Seeds-Best-Quality-Best-Price.jpg_640x640.jpg']
300,1000 Metric Ton/Metric Tons per Month,Organic Hemp Seeds, 20 Metric Tons,GHOENERT VERWALTUNGS GMBH,US $,25KG/Bag,200,"L/C,D/A,D/P,T/T",https://de1149144750unxn.m.trustpass.alibaba.com,3,Maria Monica,Any Seaport, / Metric Ton,['sc01.alicdn.com/kf/UTB8IqYcXdnJXKJkSaiyq6AhwXXav/Organic-Hemp-Seeds.jpg_640x640.jpg']
"1,500",200 Metric Ton/Metric Tons per Month,Chinese Agricultural Industrial Hemp Seeds, 22 Metric Tons,"Goodluck Agricultural Products (Dalian) Co., Ltd.",US $,25/50kg pp woven bag,500,"L/C,D/A,D/P,T/T",https://good-luck.m.en.alibaba.com,Within 15 days after confirming the order,sarah tan,Dalian Port, / Metric Ton,['sc01.alicdn.com/kf/HTB1O0vAJVXXXXarXXXXq6xXFXXXU/Chinese-Agricultural-Industrial-Hemp-Seeds.jpg_640x640.jpg']
500,10000 Ton/Tons per Month,"Hemp Seeds,Chia Seeds, Flaxseed, Poppy Seed", 2 Tons,Renner,US $,in bulk,200,"L/C,T/T",https://br1244409305hxck.m.trustpass.alibaba.com,2,Davv Nelson,copenhagen, / Ton,['sc01.alicdn.com/kf/UT8qE6rX.FaXXagOFbXx/Hemp-Seeds-Chia-Seeds-Flaxseed-Poppy-Seed.jpg_640x640.jpg']
800,1000 Ton/Tons per Week,Premium Quality Sun Hemp Seed for Sale, 100 Tons,GREENORAGROUP,US $,Bags,500,"T/T,Western Union,MoneyGram",https://th1212876218srph.m.trustpass.alibaba.com,15 days,Chutin Makpan,Laem chabang, / Ton,['sc01.alicdn.com/kf/UT8S0mTX6paXXagOFbXZ/Premium-Quality-Sun-Hemp-Seed-for-Sale.jpg_640x640.jpg']
500,500 Metric Ton/Metric Tons per Month,Top Quality Hemp Seeds, 15 Metric Tons,AB2T,US $,buyer request,400,"L/C,D/A,D/P,T/T,Western Union,MoneyGram",https://fr1285660648awdd.m.trustpass.alibaba.com,7days,Jean Elise,marsaille, / Metric Ton,"['sc02.alicdn.com/kf/UTB8onqjaevJXKJkSajhq6A7aFXaE/Top-Quality-Hemp-Seeds.jpg_640x640.jpg', 'sc02.alicdn.com/kf/UTB8SBmiabPJXKJkSafS761qUXXar/Top-Quality-Hemp-Seeds.png_640x640.png']"
"1,200",100 Ton/Tons per Month,Hemp seeds, 1 Ton,REPCEOLAJ KFT,US $,As Per Customer Request,800,"L/C,T/T",https://sg1252464877vabb.m.trustpass.alibaba.com,Prompt,Cheryl Lee,HU, / Ton,"['sc02.alicdn.com/kf/UT8qDf_X84XXXagOFbXs/Hemp-seeds.jpg_640x640.jpg', 'sc01.alicdn.com/kf/UT8Rz2.X1lXXXagOFbXg/Hemp-seeds.jpg_640x640.jpg']"
"1,100",1000 Metric Ton/Metric Tons per Year,Hemp Seeds For Bird Feeds, 17.5 Metric Tons,"Dalian Taijin Trading Co., Ltd.",US $,25KGS or 50KGS PP bags or based on buyer's requirment,"1,000","L/C,D/A,D/P,T/T,ANY PAYMENT TERM REQUIRED BY BUYER CAN BE DISCUSSED",https://taijin.m.en.alibaba.com,within 10 days after the contract is signed,Nick Yu,TIANJIN, / Metric Ton,['sc01.alicdn.com/kf/HTB1y.2QKpXXXXbvXXXXq6xXFXXXd/Hemp-Seeds-For-Bird-Feeds.jpg_640x640.jpg']
